,Ticker,Net Income,EPS,Dividends,Payout Ratio,Shares,Book Value/Share,Current Ratio,Quick Ratio,Free Cashflow/Share,Revenue,Gross Margin,Operating Margin,EBT Margin,Net Margin,Return on Assets,Return on Equity,Return on Invested Capital,Interest Coverage,EPS Year on Year,Total Assets,Debt/Equity,5-Year Net Income %,Company Name,Dividend Cover,Dividend Cover
359,BARC,-243.0,-0.01,0.03,0,17300.0,3.57,0,0,0,100.0,0,0,100.0,-0.28,-0.01,-0.11,0,0,-193.34,100.0,1.61,0,Barclays plc,0,0
360,BDEV,-6.0,-0.38,0,0,16.0,-0.46,0.2,0.2,0,100.0,100.0,-48.15,-73.88,-82.65,-202.29,0,0,-118.71,0,100.0,0,0,Barratt Developments plc,0,0
361,CCL,2827.0,3.92,1.8,45.9,721.0,32.48,0.24,0.15,0,100.0,39.98,16.38,15.71,15.4,6.84,12.06,9.09,15.79,50.0,100.0,0.34,14.96,Carnival plc,0,0.0392156862745098
362,CNA,928.0,3.4,1.2,35.2,272.0,42.06,0,0,0,100.0,0,0,12.79,9.32,1.63,7.92,0,9.6,-1.0,100.0,0.23,7.44,Centrica plc,0,0.03409090909090909
363,CCH,451.0,1.23,0.54,43.9,367.0,7.29,1.14,0.9,0,100.0,37.5,10.04,9.19,6.9,6.49,15.54,9.87,0,800.0,100.0,0.48,17.48,Coca-Cola HBC AG,0,0.012300683371298407
364,CPG,-583.0,-1.07,0.36,0,547.0,12.51,0.41,0.35,0,100.0,73.5,6.35,-19.77,-18.44,-3.58,-6.28,-3.12,-2.62,-300.0,100.0,0.47,0,Compass Group plc,0,0
365,CTEC,10.0,0.63,0,0,16.0,6.24,10.79,8.81,0,100.0,66.38,17.01,20.5,13.96,10.57,11.31,11.31,0,20.0,100.0,0,0,ConvaTec Group Plc,0,0
366,CRH,2886.0,3.55,0.67,31.1,843.0,21.74,1.35,0.92,0,100.0,32.65,8.22,7.46,11.4,8.57,19.98,13.4,7.05,3.15,100.0,0.55,26.5,CRH plc,0,0.021543408360128618
367,CRDA,244.0,1.84,0.81,43.9,132.0,6.83,2.03,1.05,0,100.0,37.96,23.83,23.16,17.83,14.58,30.67,20.2,31.47,0,100.0,0.49,7.92,Croda International plc,0,0.01845102505694761
368,XLON:DCC,262.0,2.93,1.16,44.7,89.0,18.39,1.34,1.04,0,100.0,9.86,2.32,1.82,1.84,4.57,16.78,9.18,4.81,0,100.0,0.97,18.97,DCC plc,0,0.02595078299776286
369,XLON:DGE,3022.0,1.21,0.63,52.3,2495.0,4.05,1.37,0.54,0,100.0,61.9,30.35,30.75,24.85,10.32,29.83,16.31,10.47,-90.42,100.0,0.82,3.99,Diageo plc,0,0.012045889101338433
370,DLG,168.0,2.14,0,0,78.0,15.94,5.18,3.92,0,100.0,45.65,13.8,13.71,11.89,11.45,13.35,13.02,150.05,-24.14,100.0,0,22.71,Direct Line Insurance Group plc,0,0
371,XLON:EZJ,443.0,1.12,0.4,36.5,0,6.68,0.89,0.83,0,100.0,20.64,10.48,10.24,8.2,7.12,17.74,13.21,21.48,0,100.0,0.36,3.65,easyJet plc,0,0.010958904109589041
372,EXPN,815.0,0.88,0.42,45.9,926.0,2.19,0.48,0.4,0,100.0,86.96,25.12,21.32,17.48,10.24,31.01,15.41,8.83,0,100.0,0.98,17.3,Experian Plc,0,0.009150326797385621
373,FERG,1214.0,5.07,1.51,29.8,239.0,15.03,1.52,0.83,0,100.0,29.07,6.71,7.71,5.88,10.42,28.84,16.96,24.76,0,100.0,0.34,62.96,Ferguson plc,0,0.05067114093959731
374,FRES,-1.0,-0.39,0,0,8.0,0,0.85,0.73,0,100.0,10.93,-4.84,-9.93,-1.13,-5.73,-18.82,-12.58,0,-27.78,100.0,0.04,0,Fresnillo,0,0
375,GFS,188.0,0.12,0.1,78.8,1548.0,0.54,1.06,1.0,0,100.0,17.65,5.45,4.06,2.5,3.37,23.49,7.42,3.45,0,100.0,1.84,37.51,G4S Plc,0,0.001269035532994924
376,GKN,503.0,0.29,0.03,10.7,1728.0,1.65,1.39,0.78,0,100.0,54.87,5.43,6.8,5.2,5.64,21.55,17.62,6.22,0,100.0,0.44,0.94,GKN plc,0,0.0028037383177570096
377,GSK,1656.0,0.67,1.62,242.3,2478.0,1.94,0.94,0.59,0,100.0,66.98,21.26,12.91,5.52,2.86,73.76,8.38,6.61,-340.54,100.0,6.68,-19.62,GlaxoSmithKline plc,0,0.0066859265373503925
378,GLEN,6103.0,0.42,0.14,32.4,14436.0,2.54,1.08,0.39,0,100.0,4.23,3.5,3.64,2.86,4.81,13.14,9.11,5.79,0,100.0,0.51,41.9,Glencore plc,0,0.004320987654320988
379,HMSO,157.0,0.2,0.26,129.3,794.0,7.62,0.72,0.58,0,100.0,0,101.2,74.23,64.93,1.57,2.63,2.67,2.57,0,100.0,0.57,22.92,Hammerson,0,0.002010827532869296
380,HL.,236.0,0.49,0.3,61.5,475.0,0.85,1.96,1.93,0,100.0,99.98,64.52,65.33,52.79,30.83,66.48,66.14,0,0,100.0,0,9.75,Hargreaves Lansdown plc,0,0.004878048780487805
381,HSBA,11036.0,0.49,0.51,103.3,20111.0,7.06,0,0,0,100.0,0,0,100.0,15.31,0.39,5.3,0,0,10.53,100.0,0.76,-5.1,HSBC Holdings plc,0,0.0049370764762826725
382,ITRK,-0.0,0,0,0,67.0,0,0.27,0.22,0,100.0,100.0,-62.73,-80.44,-80.44,-193.44,0,0,-3.54,0,100.0,0,0,Intertek Group plc,0,0
383,ITV,-6.0,-0.1,0,0,52.0,0.08,1.33,0.53,0,100.0,61.34,-16.79,-16.6,-17.39,-33.8,-90.06,-63.05,-6.85,0,100.0,0.19,0,ITV plc,0,0
384,JMAT,298.0,1.55,0.76,49.1,192.0,12.29,1.88,1.2,0,100.0,6.43,3.58,2.27,2.11,6.28,12.92,9.9,9.0,0,100.0,0.4,1.51,Johnson Matthey Plc,0,0.015478615071283095
385,KGF,398.0,0.18,0.11,58.8,2164.0,3.22,1.19,0.24,0,100.0,36.71,5.26,4.78,3.39,3.78,5.82,5.76,32.17,0,100.0,0.01,-2.97,Kingfisher,0,0.001870748299319728
386,LAND,-2.0,-0.17,0.53,0,14.0,8.05,0.24,0.24,0,100.0,95.98,35.19,-7.74,-7.21,-0.55,-2.2,2.29,0.76,-650.0,100.0,2.27,0,Land Securities Group plc,0,0
387,LGEN,1716.0,0.29,0.15,56.2,5960.0,1.29,0,0,0,100.0,0,0,6.86,6.69,0.35,23.01,0,8.92,0,100.0,0.51,18.39,Legal & General Group plc,0,0.002669039145907473
388,LLOY,4089.0,0.05,0.03,58.7,72676.0,0.68,0,0,0,100.0,0,0,100.0,12.1,0.46,7.86,0,0,-12.5,100.0,2.16,0,Lloyds Banking Group plc,0,0.0005110732538330493
389,LSE,5.0,-0.09,0.31,0,81.0,4.39,1.23,1.23,0,100.0,84.23,41.92,0,-4.43,-0.44,-2.27,3.74,1.3,0,100.0,3.17,0,London Stock Exchange Group plc,0,0
390,XLON:MKS,25.0,0.02,0.18,0,1629.0,1.82,0.72,0.2,0,100.0,37.83,6.27,0.62,0.24,0.32,0.84,1.28,1.7,0,100.0,0.56,-44.0,Marks & Spencer Group plc,0,0
391,MDC,188.0,3.28,1.06,32.4,57.0,26.4,7.55,1.35,0,100.0,20.1,7.62,9.86,6.88,6.96,13.14,7.37,0,89.0,100.0,0.67,17.73,Mediclinic International plc,0,0.03271604938271605
392,MERL,205.0,0.2,0.07,36.8,1021.0,1.52,0.68,0.56,0,100.0,83.25,24.29,16.32,12.67,5.64,13.81,8.44,6.18,0,100.0,0.87,22.42,Merlin Entertainments plc,0,0.0019021739130434786
393,XLON:MCRO,726.0,1.92,1.0,52.4,379.0,14.47,0.88,0.84,0,100.0,78.16,18.04,2.41,22.63,6.64,14.87,-5.92,1.47,0,100.0,0.6,42.6,Micro Focus International plc,0,0.019083969465648856
394,MNDI,673.0,1.39,0.61,44.0,485.0,7.72,1.39,0.81,0,100.0,44.84,15.81,12.65,9.29,8.94,20.07,13.44,14.67,0,100.0,0.69,22.42,Mondi Plc,0,0.013863636363636363
395,MRW,244.0,0.1,0.06,60.1,2402.0,1.99,0.37,0.17,0,100.0,3.45,2.36,1.83,1.38,2.51,5.45,4.84,6.65,0,100.0,0.22,-13.63,Morrison (Wm) Supermarkets,0,0.0009983361064891847
396,NG.,3550.0,1.02,0.45,43.2,3476.0,5.54,0.77,0.64,0,100.0,74.46,22.67,17.76,23.28,5.7,18.11,7.45,78.37,11.33,100.0,1.18,9.12,National Grid,0,0.010416666666666666
397,NXT,7.0,0.02,0,0,300.0,2.6,12.72,12.47,0,100.0,65.68,20.13,7.14,4.35,0.64,0.95,1.88,1.42,0,100.0,0.34,0,Next plc,0,0
398,NMC,215.0,1.03,0.17,16.4,207.0,4.31,1.59,1.29,0,100.0,40.16,18.7,13.06,12.2,6.75,19.95,10.58,3.99,0,100.0,1.27,25.86,NMC Health Plc,0,0.010365853658536588
399,XLON:OML,18362.0,3.9,1.23,91.4,4667.0,1.55,0,0,0,100.0,0,0,8.69,11.39,0.76,15.26,0,8.37,0,100.0,0.2,-1.08,Old Mutual Plc,0,0.013457330415754922
400,PPB,219.0,2.57,1.35,52.6,85.0,57.24,1.0,0.64,0,100.0,76.12,22.96,14.02,12.29,4.44,5.16,4.62,132.74,0,100.0,0.04,17.06,Paddy Power Betfair plc,0,0.025665399239543727
401,PSON,-1.0,-0.01,0,0,90.0,-0.01,0.05,0.04,0,0,0,0,0,0,-195.81,0,0,-51.34,-78.31,100.0,0,0,Pearson plc,0,0
402,PSN,837.0,2.57,2.35,91.1,325.0,8.98,2.72,0.83,0,100.0,32.23,28.96,29.25,23.89,18.1,30.18,29.89,75.28,0,100.0,0,35.83,Persimmon plc,0,0.025795828759604834
403,PRU,7563.0,17.27,3.3,19.1,431.0,115.66,0,0,0,100.0,0,0,9.97,12.25,0.92,15.46,0,0,-58.93,100.0,0.37,75.75,Prudential plc,0,0.17277486910994763
404,RRS,-25.0,-0.7,0,0,7596.0,0,3.32,1.49,0,100.0,-90.93,-141.67,-188.9,-249.54,-15.0,-114.36,-36.31,-1.68,0,100.0,4.24,0,Randgold Resources,0,0
405,RB.,6529.0,9.18,1.64,33.7,711.0,19.46,0.68,0.48,0,100.0,59.82,25.15,20.5,51.55,17.46,59.4,26.06,8.33,25.98,100.0,0.75,27.54,Reckitt Benckiser Group Plc,0,0.04866468842729969
406,REL,-6.0,0,0,0,4531.0,0,2.72,1.22,0,0,0,0,0,0,-114.14,-140.17,-132.72,-559.3,0,100.0,0,0,RELX plc,0,0
407,SGRO,185590.0,101.0,25.0,24.8,1819.0,2151.43,1.02,0.61,0,100.0,24.27,15.67,10.48,5.7,2.28,4.94,4.6,2.81,-90.8,100.0,0.59,-2.66,Segro Plc,0,1.0080645161290323
408,SVT,2.0,0.96,0.16,16.7,2.0,11.12,4.32,2.08,0,100.0,26.89,7.28,7.1,4.92,5.99,8.01,7.35,36.29,500.0,100.0,0.1,32.71,Severn Trent Plc,0,0.009580838323353293
409,XLON:SHP,4822.0,5.28,0.35,6.6,913.0,35.86,1.55,0.52,0,100.0,70.98,25.63,16.72,31.06,7.23,14.18,8.64,5.74,157.69,100.0,0.45,41.79,Shire plc,0,0.05303030303030303
410,SKY,8.0,0.95,0,0,9.0,6.72,1.41,0.73,0,100.0,13.43,2.74,3.46,3.46,14.35,29.83,30.89,29.29,-107.39,100.0,0.16,0,Sky plc,0,0
411,SN.,717.0,0.81,0.35,43.1,876.0,4.06,2.13,1.05,0,100.0,73.34,18.32,17.19,14.73,9.46,16.21,12.71,14.29,-1.11,100.0,0.31,1.02,Smith & Nephew plc,0,0.008120649651972157
412,XLON:SMIN,371.0,0.9,0.43,46.7,401.0,4.92,2.47,1.75,0,100.0,46.36,14.88,14.13,11.55,8.0,19.69,12.02,7.58,0,100.0,0.78,17.31,Smiths Group Plc,0,0.009207708779443255
413,SKG,536.0,2.26,0.88,38.8,237.0,9.3,1.75,1.34,0,100.0,31.7,11.05,8.53,6.12,5.82,22.22,11.01,4.91,-13.76,100.0,1.51,10.86,Smurfit Kappa Group Plc,0,0.022680412371134023
414,SSE,-0.0,-0.07,0,0,3.0,4.08,0,0,0,100.0,0,0,-1.87,-3.69,-0.16,-1.75,0,0,50.0,100.0,0.1,0,SSE plc,0,0
415,STJ,658.0,2.28,1.22,53.5,288.0,15.7,1.93,1.16,0,100.0,66.77,16.64,12.02,11.05,5.56,15.51,8.31,5.5,-2.67,100.0,1.2,-0.61,St James's Place Plc,0,0.02280373831775701
416,STAN,1583.0,0.34,0.11,32.1,3330.0,11.84,0,0,0,100.0,0,0,100.0,7.65,0.17,2.24,0,0,0,100.0,1.31,-24.25,Standard Chartered plc,0,0.003426791277258567
417,XLON:SLA,592.0,0.21,0.21,73.5,2855.0,2.8,0,0,0,100.0,0,0,4.91,3.5,0.31,9.37,0,9.23,0,100.0,22.17,0.03,Standard Life Aberdeen Plc,0,0.002857142857142857
418,TW.,634.0,0.19,0.05,24.6,3280.0,0.9,3.14,0.48,0,100.0,26.14,20.31,19.66,16.02,12.44,22.14,21.56,83.77,0,100.0,0.04,19.14,Taylor Wimpey plc,0,0.002032520325203252
419,TSCO,480.0,3.85,1.12,29.0,125.0,11.54,1.92,0.08,0,100.0,34.37,9.25,9.02,6.35,16.33,34.45,24.92,0,35.2,100.0,0.39,8.86,Tesco plc,0,0.038620689655172416
420,TUI,835.0,1.75,0.65,47.0,597.0,4.32,0.63,0.41,0,100.0,10.31,3.66,5.65,4.35,5.38,35.55,22.17,8.85,192.91,100.0,0.65,0,TUI AG,0,0.013829787234042554
421,ULVR,5982.0,2.17,1.46,67.2,2760.0,3.8,0.76,0.45,0,100.0,0,16.09,15.02,11.43,9.87,43.06,16.33,16.53,13.79,100.0,1.64,6.2,Unilever plc,0,0.021726190476190475
422,UU.,355.0,0.52,0.39,75.4,683.0,4.33,1.01,0.68,0,100.0,91.5,37.05,24.89,20.43,2.79,12.29,5.34,2.63,0,100.0,2.4,3.62,United Utilities Group Plc,0,0.005172413793103448
423,VOD,2439.0,0.88,1.48,93.7,2785.0,29.44,0.97,0.53,0,100.0,29.63,9.36,8.33,5.24,1.62,3.49,3.27,4.07,-40.61,100.0,0.49,36.8,Vodafone Group plc,0,0.015795090715048025
424,XLON:WTB,438.0,2.39,0.97,40.7,183.0,15.26,0.41,0.33,0,100.0,88.31,27.39,16.64,13.29,9.14,16.43,12.84,18.3,0,100.0,0.29,7.61,Whitbread plc,0,0.02383292383292383
425,WPG,76.0,0.33,1.0,303.0,223.0,4.5,0.52,0.52,0,100.0,68.31,26.62,12.42,8.59,1.37,6.98,1.6,0,-93.06,100.0,3.58,8.72,Worldpay Group plc,0,0.0033003300330033004
426,WPP,1893.0,7.46,3.05,40.8,253.0,49.62,1.02,0.94,0,100.0,20.39,13.41,14.41,12.53,5.65,19.93,12.42,9.05,126.42,100.0,0.68,17.17,WPP plc,0,0.07475490196078431
427,XLON:888,12.0,0.03,0.09,267.6,368.0,0.24,0.79,0.77,0,100.0,0,13.46,3.47,2.33,3.24,9.1,8.81,0,0,100.0,0,-18.67,888 Holdings,0,0
428,XLON:AA.,111.0,0.18,0.09,51.1,610.0,-2.87,0.65,0.54,0,100.0,62.5,32.08,14.69,11.56,5.96,0,0,1.99,-105.54,100.0,0,-11.75,AA plc,0,0
429,ASL,49.0,0.38,0,0,129.0,0,1.15,0.71,0,100.0,34.34,10.0,12.89,10.77,5.47,10.33,6.78,0,-85.71,100.0,0.43,0,Aberforth Smaller Companies Trust,0,0
430,XLON:ACA,-739.0,-1.8,0,0,410.0,2.15,1.31,0.33,0,100.0,37.15,25.66,-108.56,-106.61,-33.93,-48.57,-46.34,-312.17,-154.02,100.0,0.02,0,Acacia Mining plc,0,0
431,XLON:AGK,109.0,0.42,0.27,64.0,256.0,5.07,1.87,1.31,0,100.0,52.05,10.62,8.85,6.03,4.28,8.35,6.35,5.44,0,100.0,0.49,-17.42,Aggreko plc,0,0
432,XLON:AMFW,-30.0,-0.08,0.07,0,383.0,2.52,1.1,0.78,0,100.0,11.8,2.49,-0.39,-0.61,-0.57,-2.93,0.92,0.76,0,100.0,1.14,0,Amec Foster Wheeler plc,0,0
433,XLON:AGR,71.0,0.03,0.03,67.8,1964.0,0.52,1.3,0.98,0,100.0,96.05,86.23,85.99,85.99,4.54,6.94,6.03,4.39,0,100.0,0.39,38.48,Assura plc,0,0
434,XLON:AVV,48.0,0.47,0.27,57.8,102.0,11.94,1.23,1.19,0,100.0,69.78,9.83,9.39,9.55,3.54,4.44,4.69,13.71,0,100.0,0,0.92,AVEVA Group plc,0,0
435,XLON:BBY,217.0,0.32,0.03,11.5,690.0,1.78,0.91,0.71,0,100.0,4.64,-0.02,2.35,3.29,4.38,21.81,10.98,5.84,0,100.0,0.51,30.73,Balfour Beatty plc,0,0
436,XLON:BAG,36.0,0.32,0.16,45.2,114.0,1.76,1.56,1.25,0,100.0,46.73,15.8,15.34,12.68,12.1,18.93,17.9,-436.0,0,100.0,0.06,7.79,Barr (A.G.),0,0
437,XLON:BBA,133.0,0.13,0.1,82.4,1029.0,1.4,1.41,0.6,0,100.0,23.05,10.7,6.65,5.36,3.29,7.08,5.44,3.83,0,100.0,0.71,0.61,BBA Aviation plc,0,0
438,XLON:BEZ,45.0,0.08,0.15,174.2,533.0,2.13,0,0,0,100.0,0,0,3.21,2.21,0.62,3.08,0,3.98,0,100.0,0.24,-9.54,Beazley plc,0,0
439,XLON:BWY,488.0,3.96,1.22,30.8,123.0,18.9,3.44,0.14,0,100.0,25.89,22.42,22.01,17.86,15.36,22.71,21.35,45.94,0,100.0,0,41.78,Bellway plc,0,0
440,XLON:BGEO,459.0,11.32,0,0,41.0,9.79,0,0,0,100.0,0,0,100.0,39.81,3.48,23.66,0,0,-7.63,100.0,1.86,20.2,BGEO Group plc,0,0
441,XLON:BYG,134.0,0.84,0.29,34.8,158.0,5.89,0.62,0.3,0,100.0,69.42,60.79,114.98,114.47,10.17,14.27,11.3,13.84,0,100.0,0.35,33.18,Big Yellow Group,0,0
442,XLON:BOY,104.0,0.55,0.17,31.8,190.0,3.55,1.09,0.92,0,100.0,34.64,14.86,17.68,14.62,10.96,15.65,15.38,316.0,0,100.0,0,7.74,Bodycote plc,0,0
443,XLON:BOK,154.0,0.09,0.05,54.3,1791.0,0.3,0.93,0.44,0,100.0,5.48,3.31,3.27,2.89,10.9,25.72,25.89,117.0,0,100.0,0,15.48,Booker Group plc,0,0
444,XLON:BVS,105.0,0.78,0.47,60.8,135.0,7.87,4.98,0.59,0,100.0,19.14,13.81,12.73,10.21,6.63,10.16,9.95,18.88,0,100.0,0.03,17.45,Bovis Homes Group plc,0,0
445,XLON:BRW,45.0,0.16,0.13,83.8,285.0,0.93,1.63,1.6,0,100.0,0,20.85,18.97,14.86,8.94,17.87,17.86,444.41,0,100.0,0,19.66,Brewin Dolphin Holdings plc,0,0
446,XLON:BVIC,106.0,0.4,0.27,65.9,265.0,1.2,0.77,0.53,0,100.0,53.43,9.73,8.3,6.76,6.66,35.86,11.73,8.09,0,100.0,1.44,14.22,Britvic plc,0,0
447,XLON:BWNG,13.0,0.04,0.14,323.4,284.0,1.62,4.45,3.85,0,100.0,54.83,9.81,1.76,1.36,1.23,2.67,2.28,2.82,0,100.0,0.88,-30.91,Brown (N) Group plc,0,0
448,XLON:BTG,12.0,0.03,0,0,389.0,2.36,2.15,1.81,0,100.0,70.04,8.2,-11.38,2.05,1.03,1.34,1.3,0,0,100.0,0,-4.99,BTG plc,0,0
449,XLON:CNE,-308.0,-0.54,0,0,589.0,2.57,3.21,2.95,0,100.0,17.18,-51.63,-207.03,-150.46,-10.74,-14.38,-10.71,-45.62,0,100.0,0.1,29.37,Cairn Energy plc,0,0
450,XLON:CPI,-77.0,-0.08,0.07,0,1180.0,-0.12,0.77,0.71,0,100.0,23.93,4.63,-11.18,-1.89,-1.44,0,0,-6.5,0,100.0,0,0,Capita plc,0,0
451,XLON:CAPC,-12.0,-0.02,0.01,0,850.0,3.31,1.45,1.21,0,100.0,82.25,41.67,-108.45,-14.37,-0.31,-0.42,0.15,-3.65,0,100.0,0.22,0,Capital & Counties Properties plc,0,0
452,XLON:CARD,62.0,0.18,0.09,53.8,341.0,0.64,1.42,0.51,0,100.0,28.78,18.68,17.91,14.38,13.23,26.21,16.3,26.53,0,100.0,0.73,34.8,Card Factory plc,0,0
453,XLON:CEY,135.0,0.12,0.12,106.4,1159.0,0.85,9.58,6.73,0,100.0,41.67,35.56,35.95,19.88,9.7,10.11,9.81,0,20.07,100.0,0,-11.28,Centamin plc,0,0
454,XLON:CINE,214.0,0.13,0.08,59.9,1666.0,1.92,0.67,0.64,0,100.0,25.16,12.24,10.34,8.42,3.64,9.79,5.82,5.04,0,100.0,1.18,24.88,Cineworld Group plc,0,0
455,XLON:CKN,29.0,0.95,0.73,76.3,30.0,14.06,1.85,1.84,0,100.0,96.65,12.49,12.99,9.08,5.36,6.96,6.87,208.5,0,100.0,0,14.15,Clarkson plc,0,0
456,XLON:CBG,198.0,1.31,0.6,45.7,151.0,8.44,0,0,0,100.0,0,0,32.36,24.15,2.11,16.4,0,0,0,100.0,1.7,13.91,Close Brothers Group plc,0,0
457,XLON:CLI,119.0,0.29,0.06,21.8,407.0,2.6,0.88,0.77,0,100.0,83.45,56.25,97.23,84.16,5.63,11.7,7.24,6.31,0,100.0,0.76,27.56,CLS Holdings plc,0,0
458,XLON:COA,74.0,0.05,0.01,27.5,1429.0,0.21,1.69,1.08,0,100.0,36.86,10.7,8.82,4.79,5.49,26.78,13.0,7.27,0,100.0,0.99,0,Coats Group plc,0,0
459,XLON:COB,224.0,0.1,0,0,2383.0,0.52,1.45,0.88,0,100.0,26.45,2.78,11.68,11.53,8.33,20.04,13.72,8.12,0,100.0,0.3,-14.63,Cobham plc,0,0
460,XLON:CCC,84.0,0.69,0.26,37.4,120.0,3.59,1.34,1.16,0,100.0,12.73,2.83,2.83,2.04,6.95,19.5,18.9,89.2,0,100.0,0.04,10.61,Computacenter plc,0,0
461,XLON:CSP,128.0,0.28,0.08,29.7,454.0,1.59,3.72,0.71,0,100.0,22.06,15.58,17.36,14.35,12.52,19.07,18.75,63.04,0,100.0,0,0,Countryside Properties Plc,0,0
462,XLON:CWK,70.0,1.37,0.46,33.6,51.0,9.31,1.62,1.09,0,100.0,-87.4,-93.96,6.01,4.78,11.09,15.53,15.31,441.0,0,100.0,0,14.07,Cranswick plc,0,0
463,XLON:CRST,167.0,0.65,0.33,51.1,259.0,3.21,3.73,0.55,0,100.0,25.18,19.38,18.74,15.26,11.24,21.48,18.24,16.82,0,100.0,0.22,21.41,Crest Nicholson Holdings plc,0,0
464,XLON:CYBG,40.0,0.05,0.01,18.9,885.0,3.69,0,0,0,100.0,0,0,100.0,4.51,0.11,1.44,0,0,0,100.0,1.36,0,CYBG plc,0,0
465,XLON:DJAN,203.0,12.45,0.98,7.9,16.0,111.25,1.05,1.0,0,100.0,46.53,37.24,140.86,141.99,8.21,11.7,10.33,16.73,0,100.0,0.16,17.76,Daejan Holdings plc,0,0
466,XLON:DCG,150.0,1.06,0.23,21.4,142.0,1.56,2.57,0.52,0,100.0,26.2,15.11,39.23,32.73,25.23,94.74,35.12,19.86,0,100.0,1.13,22.36,Dairy Crest Group plc,0,0
467,XLON:DPH,36.0,0.37,0.23,61.1,97.0,9.79,2.71,1.76,0,100.0,54.63,9.85,7.1,8.87,4.36,8.96,5.48,290.0,0,100.0,0.57,15.05,Dechra Pharmaceuticals plc,0,0
468,XLON:DLN,302.0,2.7,0.6,22.1,112.0,37.06,0.89,0.48,0,100.0,82.32,68.83,133.6,132.98,5.94,7.44,6.6,15.23,0,100.0,0.2,6.71,Derwent London plc,0,0
469,XLON:DTY,52.0,1.04,0.24,23.2,50.0,1.44,1.49,1.38,0,100.0,59.68,27.61,19.58,15.93,7.0,105.12,11.82,3.45,0,100.0,7.69,10.12,Dignity plc,0,0
470,XLON:DPLM,49.0,0.44,0.23,52.3,113.0,2.31,2.16,1.16,0,100.0,35.59,15.14,14.76,10.61,13.93,19.63,19.42,116.5,0,100.0,0,8.7,Diploma plc,0,0
471,XLON:DC.,166.0,0.14,0.11,55.4,1160.0,2.75,0.95,0.48,0,100.0,20.51,3.49,2.74,1.58,2.26,5.31,5.46,8.41,0,100.0,0.13,-22.16,Dixons Carphone plc,0,0
472,XLON:DOM,65.0,0.13,0.09,68.7,491.0,0.09,0.82,0.72,0,100.0,38.09,8.81,15.43,12.98,17.52,105.75,30.57,28.39,0,100.0,4.78,16.91,Domino's Pizza Group plc,0,0
473,XLON:DRX,-70.0,-0.17,0.12,0,410.0,4.24,1.35,0.58,0,100.0,12.83,1.49,-2.29,-1.76,-1.87,-3.91,-1.83,-1.62,0,100.0,0.36,0,Drax Group plc,0,0
474,XLON:DNLM,74.0,0.36,0.26,71.2,203.0,0.57,1.51,0.3,0,100.0,48.05,10.74,8.92,7.1,17.44,68.71,30.28,52.56,0,100.0,1.31,0.52,Dunelm Group Plc,0,0
475,XLON:ECM,149.0,0.34,0.13,37.4,445.0,1.09,1.92,1.07,0,100.0,43.97,10.12,9.89,8.77,13.78,34.33,24.15,15.66,0,100.0,0.21,18.92,Electrocomponents plc,0,0
476,XLON:ELM,105.0,0.22,0.09,37.8,469.0,1.17,2.3,1.27,0,100.0,37.61,11.75,9.8,12.82,7.94,15.74,10.86,6.62,0,100.0,0.44,1.89,Elementis plc,0,0
477,XLON:ETO,65.0,0.14,0.01,9.0,448.0,1.42,1.49,0.74,0,100.0,29.77,10.95,7.43,6.18,3.45,9.71,7.74,3.9,0,100.0,0.7,0,Entertainment One Ltd,0,0
478,XLON:EQN,7.0,0.02,0.04,207.9,356.0,1.36,1.48,1.37,0,100.0,81.3,5.25,4.57,1.63,0.73,1.69,0.7,3.54,0,100.0,0.78,0,Equiniti Group plc,0,0
479,XLON:ESNT,3.0,0.01,0.2,0,264.0,2.26,1.55,1.06,0,100.0,0,6.16,-0.34,0.26,0.21,0.42,1.06,0.65,0,100.0,0.51,16.97,Essentra Plc,0,0
480,XLON:ESUR,75.0,0.17,0.1,54.2,424.0,0.69,0,0,0,100.0,0,0,10.46,8.72,4.4,26.87,0,11.3,0,100.0,0.43,-1.81,esure Group plc,0,0
481,XLON:ERM,139.0,1.28,0.3,24.5,108.0,3.39,0.72,0.5,0,100.0,0,21.68,38.71,35.28,18.72,42.09,31.65,29.18,0,100.0,0.3,-9.32,Euromoney Institutional Investors plc,0,0
482,XLON:EVR,1758.0,1.2,0.73,60.6,1457.0,1.01,1.7,0.85,0,100.0,34.77,23.04,19.93,14.57,18.25,111.55,30.28,7.5,0,100.0,2.3,0,Evraz plc,0,0
483,XLON:FDM,35.0,0.32,0.26,82.0,109.0,0.61,2.23,2.23,0,100.0,47.48,19.65,19.63,14.74,36.65,55.41,55.31,0,0,100.0,0,22.24,FDM Group plc,0,0
484,XLON:FXPO,330.0,0.56,0.06,11.5,588.0,0.99,0.82,0.39,0,100.0,62.36,35.6,31.72,26.94,25.77,50.96,31.45,10.33,-30.87,100.0,0.2,12.89,Ferrexpo plc,0,0
485,XLON:FDSA,36.0,0.92,0.43,47.4,39.0,4.3,1.44,1.35,0,100.0,57.39,14.1,14.12,10.08,11.55,21.51,21.35,0,0,100.0,0,3.25,Fidessa Group Plc,0,0
486,XLON:FGP,-296.0,-0.24,0,0,1223.0,1.22,0.83,0.52,0,100.0,32.64,1.52,-5.11,-4.63,-5.32,-16.74,-5.51,-1.8,0,100.0,0.9,0,FirstGroup plc,0,0
